study_id,title,doi,publish_in,ex_id,con_id,out_id,es_id,shared_control,sp_latin,sp_common,strain,dam_age,gest_stage_ex,exposure_span_d,exposure_type,exposure_session_duration_h,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,offspring_sex,offspring_age_d,experimental_procedures,outcome_type,assay_type,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,c_mean,c_sd,c_n,c_se,c_mean_method,c_sd_method,c_se_method,ex_mean,ex_sd,ex_n,ex_se,ex_mean_method,ex_sd_method,ex_se_method,c_mean_continuity_corrected,ex_mean_continuity_corrected,c_sd_continuity_corrected,ex_sd_continuity_corrected,lnRR,lnRR_var
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out062,es132,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1-rea,KO_US_m_rea,independent,yes,23.625,6.7387,8,8.3527,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,23.5789,11.057,19,2.5367,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.0012513289206046415,0.02174369118812252
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out062,es133,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,raw data,abramova_2020_genpath,CO-f-rea,US-f-g1-rea,CO_US_f_rea,independent,yes,28.125,6.4683,8,9.9437,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,28.1875,8.9086,16,7.0469,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.0020354126919983075,0.012854471971370997
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out063,es134,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,raw data,abramova_2020_genpath,KO-m-cen,US-m-g1-cen,KO_US_m_cen,independent,yes,1.875,2.997,8,0.6629,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,1.8421,1.4245,19,0.3268,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.16164584932221138,0.35083380984825646
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out063,es135,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,raw data,abramova_2020_genpath,CO-f-cen,US-f-g1-cen,CO_US_f_cen,independent,yes,2.75,1.8323,8,0.9723,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,1.25,0.9309,16,0.3125,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.7988723376353446,0.09015593934214876
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out064,es136,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-grt,US-m-g1-grt,KO_US_m_grt,independent,no,12.5038,11.0261,8,4.4207,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,33.2405,19.9724,19,4.582,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.9386364133481813,0.11620159473144273
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out064,es137,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,raw data,abramova_2020_genpath,CO-f-grt,US-f-g1-grt,CO_US_f_grt,independent,no,13.8713,13.5053,8,4.9042,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,17.125,12.2961,16,4.2813,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.1675831338406774,0.15071275447266796
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out065,es138,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-fr,US-m-fr,KO_US_m_fr,independent,no,9.4775,15.5527,8,3.3508,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,33.2316,43.7813,19,10.0441,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,1.1319492786435474,0.4279680884546835
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out065,es139,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,raw data,abramova_2020_genpath,CO-f-fr,US-f-g1-fr,CO_US_f_fr,independent,no,8.2563,21.4515,8,2.919,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,32.7925,28.6499,16,8.1981,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.9811620465187575,0.8915353961152244
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out066,es140,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-grf,US-m-g1-grf,KO_US_m_grf,independent,no,4.625,3.7009,8,1.6352,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,4.2105,2.1751,19,0.499,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.12689167231612247,0.09408443362531446
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out066,es141,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,raw data,abramova_2020_genpath,CO-f-grf,US-f-g1-grf,KO_US_f_grf,independent,no,2.875,1.8077,8,1.0165,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3,1.3663,16,0.75,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.02433236829094723,0.062381932394586226
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out067,es142,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Total time in dark,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-grf,US-m-g1,KO_US_m_d,independent,no,282.218,17.0866,20,63.1059,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,253.7111,39.4675,19,9.0545,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.10593842313922792,0.0014569186780402988
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out067,es143,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Total time in dark,time,seconds,light_phase,raw data,abramova_2020_genpath,CO-f-grf,US-f-g1,CO_US_f_d,independent,no,270.4478,23.5988,18,63.7452,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,242.4406,43.8737,16,10.9684,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.10851046607493844,0.0024698115181200544
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out068,es144,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Total time in light,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-d,US-m-g1,KO_US_m_li,independent,yes,15.626,16.2996,20,3.4941,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,42.7837,38.8467,19,8.912,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-1.0017145727890713,0.09779450996594
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out068,es145,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Total time in light,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-f-d,US-f-g1,CO_US_f_li,independent,yes,26.8306,21.928,18,6.324,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,49.9631,41.8416,16,10.4604,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.6251041546118175,0.0809404230877527
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out069,es146,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Center entries (crossing),count,count,light_phase,raw data,abramova_2020_genpath,KO-m-l,US-m-g1,KO_US_m_tr,independent,yes,1.95,2.0894,20,0.436,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.7895,3.1372,19,0.7197,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.6537384580192876,0.09347597023053159
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out069,es147,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Center entries (crossing),count,count,light_phase,raw data,abramova_2020_genpath,KO-f-l,US-f-g1,KO_US_f_tr,independent,yes,4.3889,2.6153,18,1.0345,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,4.6875,3.2397,16,0.8099,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.07088446341333206,0.049581224651950764
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out070,es148,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Head-out inspections,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-tr,US-m-g1,KO_US_m_ho,independent,no,2.9,1.2524,20,0.6485,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.0526,2.1978,19,0.5042,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.060261539816625034,0.03660766528145533
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out070,es149,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Head-out inspections,count,count,light_phase,raw data,abramova_2020_genpath,KO-f-tr,US-f-g1,KO_US_f_ho,independent,no,3.7222,1.8726,18,0.8773,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.25,1.9149,16,0.4787,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.1318417809897194,0.03575835200727864
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out071,es150,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Overhangs,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-hea,US-m-g1,KO_US_m_oh,independent,no,2.95,3.0517,20,0.6596,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,7.1053,5.4149,19,1.2423,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.867566211575596,0.08407455986233196
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out071,es151,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Overhangs,count,count,light_phase,raw data,abramova_2020_genpath,KO-f-hea,US-f-g1,KO_US_f_oh,independent,no,5.7778,4.9415,18,1.3618,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8.625,6.8593,16,1.7148,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.4000883020476929,0.08016636227225568
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out072,es152,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Total grooming time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-tgt,US-m-g1,KO_US_m_tgt,independent,no,47.411,38.3449,20,10.6014,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,22.8753,20.7601,19,4.7627,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.7234753961286405,0.07605422834254932
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out072,es153,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Total grooming time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-f-tgt,US-f-g1,KO_US_f_tgt,independent,no,46.7839,44.2145,18,11.0271,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,30.5488,22.0721,16,5.518,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.43471056978168054,0.08224797783132914
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out073,es154,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Rearing frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1,KO_US_m_rf,independent,yes,8.25,3.8645,20,1.8448,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,12.4211,5.3678,19,1.2314,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.40861251592225084,0.02080028080431339
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out073,es155,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Rearing frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-f-rea,US-f-g1,KO_US_f_rf,independent,yes,11.7222,5.4966,18,2.763,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,16.9375,6.678,16,1.6695,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.36679591352541435,0.02193081654136853
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out074,es156,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Total freezing time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1,KO_US_m_tft,independent,no,22.984,36.2606,20,5.1394,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,6.5274,11.2848,19,2.5889,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-1.2423592193123176,0.28175727647638227
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out074,es157,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Total freezing time,time,seconds,light_phase,raw data,abramova_2020_genpath,KO-f-rea,US-f-g1,KO_US_f_tft,independent,no,11.1783,30.8267,18,2.6348,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,11.8338,18.4115,16,4.6029,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.07862123009804622,0.5737931328509353
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out075,es158,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,anxiety,Elevated Plus Maze (EPM),Grooming frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-m-rea,US-m-g1,KO_US_m_grf,independent,no,3.8,2.3753,20,0.8497,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.8421,2.5224,19,0.5787,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.012592386177627772,0.04222109062825981
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out075,es159,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,anxiety,Elevated Plus Maze (EPM),Grooming frequency,count,count,light_phase,raw data,abramova_2020_genpath,KO-f-rea,US-f-g1,KO_US_f_grf,independent,no,4.3889,2.2528,18,1.0345,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3.5625,1.8608,16,0.4652,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.20740884884535202,0.031689092157091696
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out076,es160,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,raw data,abramova_2020_genpath,con_m_inm,ex_m_inm,con_ex_m_inm,independent,no,247.5357,63.8354,21,54.0167,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,186.3768,71.3936,19,42.7578,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.28150635302863186,0.010889770173273416
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out076,es161,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,depression,Forced Swimming Test (FST),Total immobility time,time,seconds,light_phase,raw data,abramova_2020_genpath,con_f_inm,ex_f_inm,con_ex_f_inm,independent,no,179.33,56.2763,18,42.2685,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,207.1638,75.8212,16,51.7909,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.14573260532212579,0.01384315921771604
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex023,con019,out077,es162,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,90,none,depression,Sucrose Preference Test (SPT),Sucrose preference index,index,percent,light_phase,raw data,abramova_2020_genpath,con_m_liq,ex_m_liq,con_ex_m_liq,independent,yes,52.7727,34.0695,8,18.658,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,58.4183,28.588,19,13.4021,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,-0.08188818630731723,0.0647024463464225
abramova_2020_genpath,Social and Cognitive Impairments in Rat Offspring after Ultrasound-Induced Prenatal Stress,10.1007/s10517-020-04790-0,General Pathology and Pathophysiology,ex024,con020,out077,es163,no,Rattus norvegicus,albino lab rat,Sprague-Dawley,,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,90,none,depression,Sucrose Preference Test (SPT),Sucrose preference index,index,percent,light_phase,raw data,abramova_2020_genpath.xlsx,con_f_liq,ex_f_liq,con_ex_f_liq,independent,yes,63.8303,26.4372,17,15.4811,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,49.8194,33.9636,16,12.4549,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.23834515623753977,0.03913847503824906
abramova_2023_biopsy,Blood BDNF and neuropeptide concentrations as potential biomarkers of behavioral impairments in rats with prenatal ultrasound stress experience,,Российский психиатрический журнал,ex025,con021,out078,es164,no,Rattus norvegicus,albino lab rat,Wistar rat,16 weeks,"early, mid, late",21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,74,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,paper Table 1,abramova_2023_biopsy_data.xlsx,KON_m_,PS_m_,KON_PS_m_,independent,yes,51.7,8.1,9,2.7,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,22.3,10.4355,10,3.3,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,FALSE,FALSE,FALSE,FALSE,0.8312854842387754,0.024626007549744627
