study_id,ex_id,con_id,out_id,es_id,shared_control,id_notes,title,doi,publish_in,outcome_id_notes,sp_latin,sp_common,strain,dam_age,dam_age_notes,gest_stage_ex,gest_stage_ex_standardised,gest_stage_ex_notes,exposure_span_d,exposure_type,exposure_session_duration_h,ex_session_duration_notes,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,control_loudness,control_notes,offspring_sex,offspring_age_d,offspring_age_notes,experimental_procedures,experimental_procedures_notes,outcome_type,assay_type,assay_type_notes,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,effect_direction_label_raw,higher_better_notes,c_mean,c_sd,c_n,c_se,c_ci,ex_mean,ex_sd,ex_n,ex_se,ex_ci,stat_comment,general_comment,c_median,c_q1,c_q3,ex_median,ex_q1,ex_q3,checked_ML,checked_ML_comments,...72,corrections_notes_AL,c_mean_analysis,c_mean_method,c_sd_analysis,c_sd_method,c_se_analysis,c_se_method,ex_mean_analysis,ex_mean_method,ex_sd_analysis,ex_sd_method,ex_se_analysis,ex_se_method
abramova_2024_devneur,ex010,con006,out013,es021,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",female,70,,none,,anxiety,Elevated Plus Maze (EPM),They divided in two groups,Time in open arms (OAT),time,seconds,light_phase,Fig. 2. a,abramova_2024_devneur_fig2a,Con_f_oa,PS_f_oa,Con_PS_f_oa,independent,yes,Negative,,45.56,30.7,37,5.05,,27.88,17.52,49,2.5,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,45.56,Extracted mean used unchanged,30.7,Extracted SD used unchanged,5.05,Extracted SE used unchanged,27.88,Extracted mean used unchanged,17.52,Extracted SD used unchanged,2.5,Extracted SE used unchanged
abramova_2024_devneur,ex011,con007,out013,es022,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",male,70,,none,,anxiety,Elevated Plus Maze (EPM),They divided in two groups,Time in open arms (OAT),time,seconds,light_phase,Fig. 2. a,abramova_2024_devneur_fig2a,Con_m_oa,PS_m_oa,Con_PS_m_oa,independent,yes,Negative,,53.82,29.51,35,4.99,,38.35,24.99,44,3.77,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,53.82,Extracted mean used unchanged,29.51,Extracted SD used unchanged,4.99,Extracted SE used unchanged,38.35,Extracted mean used unchanged,24.99,Extracted SD used unchanged,3.77,Extracted SE used unchanged
abramova_2024_devneur,ex010,con006,out014,es023,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",female,70,,none,,anxiety,Elevated Plus Maze (EPM),They divided in two groups | Head-dipping,Head-dipping,count,count,light_phase,Fig. 2. b,abramova_2024_devneur_fig2b,Con_f_hd,PS_f_hd,Con_PS_f_hd,independent,yes,Negative,,10.2,5.76,37,0.95,,4.46,3.09,49,0.44,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,10.2,Extracted mean used unchanged,5.76,Extracted SD used unchanged,0.95,Extracted SE used unchanged,4.46,Extracted mean used unchanged,3.09,Extracted SD used unchanged,0.44,Extracted SE used unchanged
abramova_2024_devneur,ex011,con007,out014,es024,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",male,70,,none,,anxiety,Elevated Plus Maze (EPM),They divided in two groups | Head-dipping,Head-dipping,count,count,light_phase,Fig. 2. b,abramova_2024_devneur_fig2b,Con_m_hd,PS_m_hd,Con_PS_m_hd,independent,yes,Negative,,11.55,6.92,35,1.17,,8.55,5.26,44,0.79,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,11.55,Extracted mean used unchanged,6.92,Extracted SD used unchanged,1.17,Extracted SE used unchanged,8.55,Extracted mean used unchanged,5.26,Extracted SD used unchanged,0.79,Extracted SE used unchanged
abramova_2024_devneur,ex010,con006,out015,es025,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",female,70,,none,,anxiety,Elevated Plus Maze (EPM),They divided in two groups,Total freezing time,time,seconds,light_phase,Fig. 2. c,abramova_2024_devneur_fig2c,Con_f_fr,PS_f_fr,Con_PS_f_fr,independent,no,Positive,,2.59,3.45,37,0.57,,20.84,19.55,49,2.79,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,2.59,Extracted mean used unchanged,3.45,Extracted SD used unchanged,0.57,Extracted SE used unchanged,20.84,Extracted mean used unchanged,19.55,Extracted SD used unchanged,2.79,Extracted SE used unchanged
abramova_2024_devneur,ex011,con007,out015,es026,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",male,70,,none,,anxiety,Elevated Plus Maze (EPM),They divided in two groups,Total freezing time,time,seconds,light_phase,Fig. 2. c,abramova_2024_devneur_fig2c,Con_m_fr,PS_m_fr,Con_PS_m_fr,independent,no,Positive,,1.23,2.02,35,0.34,,3.27,3.72,44,0.56,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,1.23,Extracted mean used unchanged,2.02,Extracted SD used unchanged,0.34,Extracted SE used unchanged,3.27,Extracted mean used unchanged,3.72,Extracted SD used unchanged,0.56,Extracted SE used unchanged
abramova_2024_devneur,ex010,con006,out016,es027,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",female,70,,none,,anxiety,Elevated Plus Maze (EPM),They divided in two groups,Total grooming time,time,seconds,light_phase,Fig. 2. d,abramova_2024_devneur_fig2d,Con_f_gd,PS_f_gd,Con_PS_f_gd,independent,no,Positive,,22.57,14.12,37,2.32,,30.57,22.63,49,3.23,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,22.57,Extracted mean used unchanged,14.12,Extracted SD used unchanged,2.32,Extracted SE used unchanged,30.57,Extracted mean used unchanged,22.63,Extracted SD used unchanged,3.23,Extracted SE used unchanged
abramova_2024_devneur,ex011,con007,out016,es028,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",male,70,,none,,anxiety,Elevated Plus Maze (EPM),They divided in two groups,Total grooming time,time,seconds,light_phase,Fig. 2. d,abramova_2024_devneur_fig2d,Con_m_gd,PS_m_gd,Con_PS_m_gd,independent,no,Positive,,28.31,19.54,35,3.3,,48.4,27.76,44,4.19,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,28.31,Extracted mean used unchanged,19.54,Extracted SD used unchanged,3.3,Extracted SE used unchanged,48.4,Extracted mean used unchanged,27.76,Extracted SD used unchanged,4.19,Extracted SE used unchanged
abramova_2024_devneur,ex010,con006,out017,es029,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",female,70,,none,,anxiety,Elevated Plus Maze (EPM),They divided in two groups,Mean grooming duration,time,seconds,light_phase,Fig. 2. e,abramova_2024_devneur_fig2e,Con_f_mg,PS_f_mg,Con_PS_f_mg,independent,no,Positive,,6.97,3.61,37,0.59,,7.61,4.63,49,0.66,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,6.97,Extracted mean used unchanged,3.61,Extracted SD used unchanged,0.59,Extracted SE used unchanged,7.61,Extracted mean used unchanged,4.63,Extracted SD used unchanged,0.66,Extracted SE used unchanged
abramova_2024_devneur,ex011,con007,out017,es030,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",male,70,,none,,anxiety,Elevated Plus Maze (EPM),They divided in two groups,Mean grooming duration,time,seconds,light_phase,Fig. 2. e,abramova_2024_devneur_fig2e,Con_m_mg,PS_m_mg,Con_PS_m_mg,independent,no,Positive,,7.13,4.67,35,0.79,,12.15,7.17,44,1.08,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,7.13,Extracted mean used unchanged,4.67,Extracted SD used unchanged,0.79,Extracted SE used unchanged,12.15,Extracted mean used unchanged,7.17,Extracted SD used unchanged,1.08,Extracted SE used unchanged
abramova_2024_devneur,ex010,con006,out018,es031,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",female,74,,none,,anxiety,Open Field Test (OFT),They divided in two groups,Center entries (crossing),count,count,light_phase,Fig. 3. a,abramova_2024_devneur_fig3a,Con_f_ce,PS_f_ce,Con_PS_f_ce,independent,yes,Negative,,2.46,1.21,37,0.2,,2.2,1.91,49,0.27,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,2.46,Extracted mean used unchanged,1.21,Extracted SD used unchanged,0.2,Extracted SE used unchanged,2.2,Extracted mean used unchanged,1.91,Extracted SD used unchanged,0.27,Extracted SE used unchanged
abramova_2024_devneur,ex011,con007,out018,es032,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",male,74,,none,,anxiety,Open Field Test (OFT),They divided in two groups,Center entries (crossing),count,count,light_phase,Fig. 3. a,abramova_2024_devneur_fig3a,Con_m_ce,PS_m_ce,Con_PS_m_ce,independent,yes,Negative,,2.87,1.49,35,0.25,,1.48,1.35,44,0.2,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,2.87,Extracted mean used unchanged,1.49,Extracted SD used unchanged,0.25,Extracted SE used unchanged,1.48,Extracted mean used unchanged,1.35,Extracted SD used unchanged,0.2,Extracted SE used unchanged
abramova_2024_devneur,ex010,con006,out019,es033,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",female,74,,none,,anxiety,Open Field Test (OFT),They divided in two groups,Rearing frequency,count,count,light_phase,Fig. 3. c,abramova_2024_devneur_fig3b,Con_f_re,PS_f_re,Con_PS_f_re,independent,yes,Negative,,21.48,5.57,37,0.92,,23.44,10.99,49,1.57,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,21.48,Extracted mean used unchanged,5.57,Extracted SD used unchanged,0.92,Extracted SE used unchanged,23.44,Extracted mean used unchanged,10.99,Extracted SD used unchanged,1.57,Extracted SE used unchanged
abramova_2024_devneur,ex011,con007,out019,es034,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",male,74,,none,,anxiety,Open Field Test (OFT),They divided in two groups,Rearing frequency,count,count,light_phase,Fig. 3. c,abramova_2024_devneur_fig3b,Con_m_re,PS_m_re,Con_PS_m_re,independent,yes,Negative,,21.46,9.73,35,1.64,,15.37,8.01,44,1.21,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,21.46,Extracted mean used unchanged,9.73,Extracted SD used unchanged,1.64,Extracted SE used unchanged,15.37,Extracted mean used unchanged,8.01,Extracted SD used unchanged,1.21,Extracted SE used unchanged
abramova_2024_devneur,ex010,con006,out020,es035,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",female,74,,none,,anxiety,Open Field Test (OFT),They divided in two groups,Sections crossed,count,count,light_phase,Fig. 3. b,abramova_2024_devneur_fig3c,Con_f_cs,PS_f_cs,Con_PS_f_cs,independent,yes,Negative,,50.7,14.38,37,2.36,,44.22,17.61,49,2.52,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,50.7,Extracted mean used unchanged,14.38,Extracted SD used unchanged,2.36,Extracted SE used unchanged,44.22,Extracted mean used unchanged,17.61,Extracted SD used unchanged,2.52,Extracted SE used unchanged
abramova_2024_devneur,ex011,con007,out020,es036,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",male,74,,none,,anxiety,Open Field Test (OFT),They divided in two groups,Sections crossed,count,count,light_phase,Fig. 3. b,abramova_2024_devneur_fig3c,Con_m_cs,PS_m_cs,Con_PS_m_cs,independent,yes,Negative,,45.52,13.15,35,2.22,,32.55,13.67,44,2.06,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,45.52,Extracted mean used unchanged,13.15,Extracted SD used unchanged,2.22,Extracted SE used unchanged,32.55,Extracted mean used unchanged,13.67,Extracted SD used unchanged,2.06,Extracted SE used unchanged
abramova_2024_devneur,ex010,con006,out021,es037,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",female,74,,none,,anxiety,Open Field Test (OFT),They divided in two groups,Total freezing time,time,seconds,light_phase,Fig. 3. d,abramova_2024_devneur_fig3d,Con_f_fr,PS_f_fr,Con_PS_f_fr,independent,no,Positive,,10.51,10.74,37,1.76,,31.13,30.81,49,4.4,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,10.51,Extracted mean used unchanged,10.74,Extracted SD used unchanged,1.76,Extracted SE used unchanged,31.13,Extracted mean used unchanged,30.81,Extracted SD used unchanged,4.4,Extracted SE used unchanged
abramova_2024_devneur,ex011,con007,out021,es038,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",male,74,,none,,anxiety,Open Field Test (OFT),They divided in two groups,Total freezing time,time,seconds,light_phase,Fig. 3. d,abramova_2024_devneur_fig3d,Con_m_fr,PS_m_fr,Con_PS_m_fr,independent,no,Positive,,17.03,15.77,35,2.67,,51.69,49.02,44,7.39,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,17.03,Extracted mean used unchanged,15.77,Extracted SD used unchanged,2.67,Extracted SE used unchanged,51.69,Extracted mean used unchanged,49.02,Extracted SD used unchanged,7.39,Extracted SE used unchanged
abramova_2024_devneur,ex010,con006,out022,es039,No,"one control, one treatment for females and males",Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders,10.1159/000534687,Developmental Neuroscience,,Rattus norvegicus,brown rat,Wistar rat,16,3 months,"early, mid, late",full_gestation,"permanently during the
whole period of gestation (21 days)",21,Continuous,24,Expossed to continuous variable frequencies,Ultrasound,Ultrasound,50,"20,000-45,000",ambient_sound,,"No noise, standars housing conditions",female,74,,none,,anxiety,Open Field Test (OFT),They divided in two groups,Total grooming time,time,seconds,light_phase,Fig. 3. e,abramova_2024_devneur_fig3e,Con_f_grd,PS_f_grd,Con_PS_f_grd,independent,no,Positive,,25.07,13.32,37,2.19,,29.12,17.2,49,2.46,,results presented as Med (Q1; Q3),,,,,,,,yes,minor edites to extracted text needed,,,25.07,Extracted mean used unchanged,13.32,Extracted SD used unchanged,2.19,Extracted SE used unchanged,29.12,Extracted mean used unchanged,17.2,Extracted SD used unchanged,2.46,Extracted SE used unchanged
