study_id,title,doi,publish_in,ex_id,con_id,out_id,es_id,shared_control,sp_latin,sp_common,strain,dam_age,gest_stage_ex_standardised,exposure_span_d,exposure_type,exposure_session_duration_h,noise_type,noise_type_2,loudness_dB,frequency_Hz,control_conditions,offspring_sex,offspring_age_d,experimental_procedures,outcome_type,assay_type,measurement_variable,data_type,data_units,measurement_timing,data_source,data_file,c_a_id,ex_a_id,comparison,comparison_structure,higher_better,c_mean,c_sd,c_n,c_se,c_mean_method,c_sd_method,c_se_method,ex_mean,ex_sd,ex_n,ex_se,ex_mean_method,ex_sd_method,ex_se_method
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out043,es076,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,Figure 2b,OF-pups-abramova2017,C_f_re,PS_f_re,C_PS_f_re,independent,yes,8.92,6.9337,25,1.3867,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,6.8947,4.4208,19,1.0142,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out043,es077,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Rearing frequency,count,count,light_phase,Figure 2b,OF-pups-abramova2018,C_m_re,PS_m_re,C_PS_m_re,independent,yes,10.1304,8.7558,23,1.8257,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,4.3889,4.1747,18,0.984,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out044,es078,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,Raw data,OF-pups-abramova2019,C_f_cen,PS_f_cen,C_PS_f_cen,independent,yes,1.16,1.4911,25,0.2982,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,1.3158,2.029,19,0.4655,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out044,es079,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Center entries (crossing),count,count,light_phase,Raw data,OF-pups-abramova2020,C_m_cen,PS_m_cen,C_PS_m_cen,independent,yes,2.2609,2.5265,23,0.5268,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,0.8889,2.3235,18,0.5477,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out045,es080,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Time in central square,count,count,light_phase,Raw data,OF-pups-abramova2021,C_f_centt,PS_f_centt,C_PS_f_centt,independent,yes,2.0964,3.3901,25,0.678,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,2.9368,5.119,19,1.1744,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out045,es081,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Time in central square,count,count,light_phase,Raw data,OF-pups-abramova2022,C_m_centt,PS_m_centt,C_PS_m_centt,independent,yes,5.177,6.8377,23,1.4258,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,0.7739,2.1925,18,0.5168,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out046,es082,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,Raw data,OF-pups-abramova2023,C_f_gfr,PS_f_gfr,C_PS_f_gfr,independent,no,3.76,1.6653,25,0.3331,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,2.7895,1.782,19,0.4088,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out046,es083,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Grooming frequency,count,count,light_phase,Raw data,OF-pups-abramova2024,C_m_gfr,PS_m_gfr,C_PS_m_gfr,independent,no,2.6522,1.465,23,0.3055,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,3,1.7489,18,0.4122,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out047,es084,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,Raw data,OF-pups-abramova2025,C_f_gtt,PS_f_gtt,C_PS_f_gtt,independent,no,34.048,25.0853,25,5.0171,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,28.2516,24.6902,19,5.6643,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out047,es085,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Total grooming time,time,seconds,light_phase,Raw data,OF-pups-abramova2026,C_m_gtt,PS_m_gtt,C_PS_m_gtt,independent,no,16.3787,13.1338,23,2.7386,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,24.2061,17.297,18,4.0769,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex018,con014,out048,es086,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,female,20,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,Figure 2c,OF-pups-abramova2027,C_f_frtt,PS_f_fr,C_PS_f_fr,independent,no,36.678,36.638,25,7.3276,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,62.3595,53.8477,19,12.3535,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
abramova_2021_front,The Behavior and Postnatal Development in Infant and Juvenile Rats After Ultrasound-Induced Chronic Prenatal Stress,10.3389/fphys.2021.659366,Frontiers in Physiology,ex019,con015,out048,es087,yes,Rattus norvegicus,albino rat,Wistar rat,,full_gestation,21,continuous,24,ultrasound,ultrasound,50,"20,000-45,000",ambient_sound,male,20,none,anxiety,Open Field Test (OFT),Total freezing time,time,seconds,light_phase,Figure 2c,OF-pups-abramova2028,C_m_ftt,PS_m_fr,C_PS_m_fr,independent,no,39.257,41.7274,23,8.7008,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,79.8783,55.483,18,13.0775,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out049,es088,yes,Rattus norvegicus,albino rat,Wistar rat,13,mid_late,9,intermittent,0.05,traffic,audible,110,500,unclear,male,45,none,anxiety,Open Field Test (OFT),Time in corners,time,seconds,light_phase,Figure 5a,badache_2017_stress_5a,Cn_cor,Ns_cor,Cn_Ns_cor,independent,no,216.89,47.03,16,11.76,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,253.78,51.89,16,12.97,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out050,es089,yes,Rattus norvegicus,albino rat,Wistar rat,13,mid_late,9,intermittent,0.05,traffic,audible,110,500,unclear,male,45,none,anxiety,Open Field Test (OFT),Sections crossed,count,count,light_phase,Figure 5b,badache_2017_stress_5b,Cn_sq,Ns_sq,Cn_Ns_sq,independent,yes,70.44,16.15,16,4.04,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,45.26,8.92,16,2.23,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out051,es090,yes,Rattus norvegicus,albino rat,Wistar rat,13,mid_late,9,intermittent,0.05,traffic,audible,110,500,unclear,male,45,none,anxiety,Open Field Test (OFT),Time in central square,time,seconds,light_phase,Figure 5c,badache_2017_stress_5c,Cn_cen,Ns_cen,Cn_Ns_cen,independent,yes,4.13,0.93,16,0.23,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,0.18,0.26,16,0.07,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out052,es091,yes,Rattus norvegicus,albino rat,Wistar rat,13,mid_late,9,intermittent,0.05,traffic,audible,110,500,unclear,male,45,none,anxiety,Open Field Test (OFT),Rearing time,time,seconds,light_phase,Figure 5d,badache_2017_stress_5d,Cn_re,Ns_re,Cn_Ns_re,independent,yes,22,5.03,16,1.26,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,8.54,1.93,16,0.48,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out053,es092,yes,Rattus norvegicus,albino rat,Wistar rat,13,mid_late,9,intermittent,0.05,traffic,audible,110,500,unclear,male,46,none,anxiety,Elevated Plus Maze (EPM),Time in open arms (OAT),time,seconds,light_phase,Figure 6a,badache_2017_stress_6a,Cn_oat,Ns_oat,Cn_Ns_oat,independent,yes,135.51,31.84,16,7.96,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,67.96,14.69,16,3.67,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
badache_2017_stress,"Prenatal noise and restraint stress interact to alter exploratory behavior and balance in juvenile rats, and mixed stress reverses these effects",10.1080/10253890.2017.1307962,Stress,ex020,con016,out054,es093,yes,Rattus norvegicus,albino rat,Wistar rat,13,mid_late,9,intermittent,0.05,traffic,audible,110,500,unclear,male,46,Cross-Fostered,anxiety,Elevated Plus Maze (EPM),Rearing time,time,seconds,light_phase,Figure 6b,badache_2017_stress_6b,Cn_rt,Ns_rt,Cn_Ns_rt,independent,yes,18.12,4.52,16,1.13,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged,7.77,2.05,16,0.51,Extracted mean used unchanged,Extracted SD used unchanged,Extracted SE used unchanged
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out055,es094,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_1_sq,HN_1_sq,HNoN_HN_1_sq,dependent,yes,65.63,8.1012,20,1.8114833899321297,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),71.2285,8.4397,20,1.8871742909704974,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out055,es095,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_1_sq,HLN_1_sq,HNoN_HLN_1_sq,dependent,yes,65.63,8.1012,20,1.8114833899321297,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),60.8719,7.802,20,1.7445802360453357,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out055,es096,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_2_sq,HN_2_sq,HNoN_HN_2_sq,dependent,yes,39.74,6.304,20,1.4096172530158675,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),42.8005,6.5422,20,1.4628803922399125,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out055,es097,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_2_sq,HLN_2_sq,HNoN_HLN_2_sq,dependent,yes,39.74,6.304,20,1.4096172530158675,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),36.8824,6.0731,20,1.3579864434153972,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out055,es098,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_3_sq,HN_3_sq,HNoN_HN_3_sq,dependent,yes,17.33,4.1629,20,0.9308527383533873,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),26.7371,5.1708,20,1.156226029805591,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out055,es099,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,HNoN_3_sq,HLN_3_sq,HNoN_HLN_3_sq,dependent,yes,17.33,4.1629,20,0.9308527383533873,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),15.7464,3.9682,20,0.8873164948314665,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out056,es100,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_1_gr,HN_1_gr,HNoN_HN_1_gr,dependent,no,4.48,2.1166,20,0.4732861481176055,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.6809,1.9186,20,0.42901200216310964,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out056,es101,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_1_gr,HLN_1_gr,HNoN_HLN_1_gr,dependent,no,4.48,2.1166,20,0.4732861481176055,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.708,1.9256,20,0.4305772497473595,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out056,es102,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_2_gr,HN_2_gr,HNoN_HN_2_gr,dependent,no,6.39,2.5278,20,0.5652332633523969,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),5.6705,2.3813,20,0.5324748674820249,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out056,es103,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_2_gr,HLN_2_gr,HNoN_HLN_2_gr,dependent,no,6.39,2.5278,20,0.5652332633523969,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),4.8023,2.1914,20,0.49001193658930386,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out056,es104,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_3_gr,HN_3_gr,HNoN_HN_3_gr,dependent,no,3.84,1.9596,20,0.4381798808708588,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.6899,1.9209,20,0.4295262977979346,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out056,es105,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Grooming frequency,count,count,not_reported,Figure 4,whitlow_1978_thesis_fig4,HNoN_3_gr,HLN_3_gr,HNoN_HLN_3_gr,dependent,no,3.84,1.9596,20,0.4381798808708588,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),3.0749,1.7535,20,0.3920945198545881,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out057,es106,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_1_de,HN_1_de,HNoN_HN_1_de,dependent,no,1.74,1.3191,20,0.29495972691199723,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.3777,1.542,20,0.3448016821304676,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out057,es107,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_1_de,HLN_1_de,HNoN_HLN_1_de,dependent,no,1.74,1.3191,20,0.29495972691199723,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.0226,1.4222,20,0.31801358776002003,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out057,es108,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_2_de,HN_2_de,HNoN_HN_2_de,dependent,no,2.22,1.49,20,0.33317412864746865,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),1.9827,1.4081,20,0.31486073191174535,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out057,es109,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_2_de,HLN_2_de,HNoN_HLN_2_de,dependent,no,2.22,1.49,20,0.33317412864746865,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),1.8311,1.3532,20,0.30258471871527154,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con017,out057,es110,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,27,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HN_3_de,HNoN_HN_3_de,dependent,no,1.14,1.0677,20,0.23874497795765257,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.5731,1.6041,20,0.3586876642707413,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con017,out057,es111,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,26,Cross-Fostered,anxiety,Open Field Test (OFT),Defecation amount,count,count,not_reported,Figure 5,whitlow_1978_thesis_fig5,HNoN_3_de,HLN_3_de,HNoN_HLN_3_de,dependent,no,1.14,1.0677,20,0.23874497795765257,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),2.8604,1.6913,20,0.37818617703453944,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex021,con018,out058,es112,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,85,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HN_1_sq,C_HN_1_sq,dependent,yes,45.7671,6.7651,20,1.5127223474583826,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),71.2285,8.4397,20,1.8871742909704974,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
whitlow_1978_thesis,THE EFFECT OF SOUND STIMULATION DURING GESTATION ON THE BEHAVIOR OF RAT OFFSPRING,,Thesis,ex022,con018,out058,es113,yes,Rattus norvegicus,hooded rat,Lister rat,,mid_late,8,intermittent,0.005,white noise,audible,65,2500,unclear,mixed,25,Cross-Fostered,anxiety,Open Field Test (OFT),Sections crossed,count,count,not_reported,Figure 2,whitlow_1978_thesis_fig2,C_1_sq,HLN_1_sq,C_HLN_1_sq,dependent,yes,45.7671,6.7651,20,1.5127223474583826,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n),60.8719,7.802,20,1.7445802360453357,Extracted mean used unchanged,Extracted SD used unchanged,SE = SD / sqrt(n)
