key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-386283754,The effects of oxytocin on anxiety and depression in the prenatal stress context in 3-NP injected rats     SO  - PHYSIOLOGY AND PHARMACOLOGY,2025,,,,,29,,,"",,,,,"Introduction: Oxytocin (OXT) has attracted attention as an effective treatment for anxiety and depression. It also can prevent 3-NP-induced anxiety and depression. However, the effects of OXT can be context-dependent. The objective of this investigation was to explore how prenatal stress (PS) context modulates the effectiveness of OXT in mitigating anxiety- and depression-like behaviors induced by 3-NP, as well as alterations in antioxidant levels. Methods: The dams underwent PS or PS+3NP treatments, and the effects of OXT on the anxiety-like behavior, and depression-like behavior in these treatment groups were evaluated via elevated plus maze and forced swim test respectively. The reduced glutathione (GSH) level was also measured in the striatum, hippocampus, prefrontal cortex, and amygdala. Results: We found that PS per se and 3-NP in the context of PS increased anxiety and depression. These groups also had lower GSH levels in the brain regions examined. OXT pretreatment markedly increased the behavioral changes in the PS group and ameliorated the antioxidant changes. However, OXT pretreatment could not improve 3-NP-induced behavioral and GSH level changes in the context of PS. Conclusion: These findings indicate that OXT improves PS-induced anxiety and depression and the antioxidant level changes, but we found that PS per se thwarts the protective effects of OXT in the 3-NP-induced anxiety and depression.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""cylindrical restrainer ""]}",10.61186/phypha.29.1.63,character(0),,
rayyan-386283761,Reduced Levels of NR1 and NR2A with Depression-Like Behavior in Different Brain Regions in Prenatally Stressed Juvenile Offspring     SO  - PLOS ONE,2013,,,,,8,,,"",,,,,"Adolescence is a time of continued brain maturation, particularly in limbic and cortical regions, which undoubtedly plays a role in the physiological and emotional changes. Juvenile rats repeatedly exposed to prenatal stress (PS) exhibit behavioral features often observed in neuropsychiatric disorders including depression. However, to date the underlying neurological mechanisms are still unclear. In the current study, juvenile offspring rats whose mothers were exposed to PS were evaluated for depression-related behaviors in open field and sucrose preference test. NMDA receptor subunits NR1 and NR2A in the hippocampus, frontal cortex and striatum were assayed by western blotting. The results indicated that PS resulted in several behavioral anomalies in the OFT and sucrose preference test. Moreover, reduced levels of NMDA receptor subunits NR1 and NR2A in the hippocampus, and NR1 in prefrontal cortex and striatum of prenatally stressed juvenile offspring were found. Treatment with MK-801 to pregnant dams could prevent all those changes in the juvenile offspring. Collectivity, these data support the argument that PS to pregnant dams could induce depression-like behavior, which may be involved with abnormal expression of NR1 and NR2A in specific brain regions, and MK-801 may have antidepressant-like effects on the juvenile offspring.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""estraint stress model""]}",10.1371/journal.pone.0081775,character(0),,
rayyan-386283763,Identification of short-acting κ-opioid receptor antagonists with anxiolytic-like activity     SO  - EUROPEAN JOURNAL OF PHARMACOLOGY,2011,,,,,661,,,"",,,,,"The kappa-opioid receptor plays a central role in mediating the response to stressful life events. Inhibiting kappa-opioid receptor signaling is proposed as a mechanism for treating stress-related conditions such as depression and anxiety. Preclinical testing consistently confirms that disruption of kappa-opioid signaling is efficacious in animal models of mood disorders. However, concerns about the feasibility of developing antagonists into drugs stem from an unusual pharmacodynamic property of prototypic kappa-opioid receptor-selective antagonists; they inhibit receptor signaling for weeks to months after a single dose. Several fundamental questions include - is it possible to identify short-acting antagonists; is long-lasting inhibition necessary for efficacy; and is it safe to develop long-acting antagonists in the clinic. Here, we test representative compounds (AZ-ECPC, AZ-MTAB, and LY-DMPF) from three new chemical series of kappa-opioid receptor ligands for long-lasting inhibition. Each compound dose-dependently reversed kappa-opioid agonist-induced diuresis. However, unlike the prototypic antagonist, nBNI, which fully inhibited evoked diuresis for at least four weeks, the new compounds showed no inhibition after one week. The two compounds with greater potency and selectivity were tested in prenatally-stressed rats on the elevated plus maze, an exploration-based model of anxiety. Spontaneous exploration of open arms in the elevated plus maze was suppressed by prenatal stress and restored with both compounds. These findings indicate that persistent inhibition is not an inherent property of kappa-opioid-selective antagonists and that post-stress dosing with transient inhibitors can be effective in a mood disorder model. This further supports kappa-opioid receptor as a promising target for developing novel psychiatric medications. (C) 2011 Elsevier B.V. All rights reserved.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""variable""]}",10.1016/j.ejphar.2011.04.017,character(0),,
rayyan-386283770,Ultrasound-Induced Prenatal Stress: New Possibilities for Modeling Mental Disorders     SO  - DEVELOPMENTAL NEUROSCIENCE,2024,,,,,46,,,"",,,,,"The development of animal models of mental disorders is an important task, since such models are useful for studying the neurobiological mechanisms of psychopathologies and for trial of new therapeutic drugs. One way to model pathologies of the nervous system is to impair fetal neurodevelopment through stress of the pregnant future mother, or prenatal stress. The use of variable frequency ultrasound in rodents is a promising method of imitating psychological stress, to which women in modern society are most often subjected. The aim of our study was to investigate the effect of prenatal stress induced by exposure to variable frequency ultrasound (US PS) throughout the gestational period on the adult rat offspring, namely to identify features of behavioral alterations and neurochemical brain parameters that can be associated with certain mental disorders in humans, to determine the possibility of creating a new model of psychopathology. Our study included a study of some behavioral characteristics of male and female rats in the elevated plus maze, open field test, object recognition test, social interaction test, sucrose preference test, latent inhibition test, Morris water maze, forced swimming test, acoustic startle reflex and prepulse inhibition tests. We also determined the activity of the serotonergic, dopaminergic, and noradrenergic neurotransmitter systems in the hippocampus and frontal cortex by HPLC-ED. Concentration of norepinephrine, dopamine, DOPAC, serotonin, and HIAA, as well as DOPAC/dopamine and HIAA/serotonin ratios were determined. A correlation analysis of behavioral and neurochemical parameters in male and female rats was performed based on the data obtained. The results of the study showed that US PS altered the behavioral phenotype of the rat offspring. US PS increased the level of anxious behavior, impaired orientation-research behavior, increased grooming activity, decreased the desire for social contacts, shifted behavioral reactions from social interaction to interaction with inanimate objects, impaired latent inhibition, and decreased the startle reflex. US PS activated the serotonergic, dopaminergic, and noradrenergic neurotransmitter systems of the rat frontal cortex and hippocampus. A correlation between neurochemical and behavioral parameters was revealed. Our study showed that US PS leads to a certain dysfunction on behavioral and neurochemical levels in rats that is most closely associated with symptoms of schizophrenia or autism. We hypothesize that this could potentially be an indicator of face validity for a model of psychopathology based on neurodevelopmental impairment.","RAYYAN-INCLUSION: {""Anna""=>""Included""}",10.1159/000534687,character(0),,
rayyan-386283776,Sexual differences in long-term effects of prenatal chronic mild stress on anxiety-like behavior and stress-induced regional glutamate receptor expression in rat offspring     SO  - INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,2015,,,,,41,,,"",,,,,"Severe adverse life events during pregnancy may increase the risk of anxiety disorders in the offspring. Glutamate receptors are neurobiological targets in anxiety disorders. In this study, we investigated the effects of prenatal chronic mild stress (PCMS) on anxiety-like behavior by using elevated plus maze (EPM), and evaluated the effects of PCMS and/or anxiogenic challenge on glutamate receptors in different brain regions. Our results showed that PCMS increased anxiety-like behavior in both male and female offspring. Moreover, compared with the male naive rats, male EPM rats showed a significant reduction of mGluR2/3 in the prefrontal cortex, mGluR1 and mGluR2/3 in the hippocampus, and increments of mGluR5, NR1, NR2B and PSD95 in the amygdala. In contrast, compared with female naive rats, female EPM rats showed decreased levels of mGluR5 in the hippocampus, and mGluR2/3 and mGluR5 in the prefrontal cortex, and increased levels of NR2B and PSD95 in the amygdala. Furthermore, PCMS seemed not to affect the baseline expression of glutamate receptors in adult offspring, but induced significant alterations of them triggered by anxiogenic challenge with a sex difference. These data strengthen the pathophysiological hypothesis that prenatal stress as a risk factor involves in the development of anxiety disorder in the offspring. (C) 2015 Published by Elsevier Ltd. on behalf of ISDN.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""empty cage (no sawdust), wet bedding, crowding, food and water deprivation, flashing light during the dark phase.""]}",10.1016/j.ijdevneu.2015.01.003,character(0),,
rayyan-386283784,The effects of prenatal sound stress on the spatial learning and memory of rat&apos;s male offspring,,,,,,,,,"",,,,,,"RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,foreign language | USER-NOTES: {""Anna""=>[""Barzegar et al 2011- they evaluated learning and spatial memory with Morris water maze.""]}",,character(0),,
rayyan-386283789,"Prenatal stress leads to deficits in brain development, mood related behaviors and gut microbiota in offspring     SO  - NEUROBIOLOGY OF STRESS",2021,,,,,15,,,"",,,,,"Early exposure to stressful and adverse life events at fetal and neonatal stages is one of crucial risk factors for mood disorders such as anxiety and depressive disorder in adulthood. Intergenerational effects of prenatal stress on offspring are still not fully understood. We here uncover a significant negative impact of prenatal stress on brain development in embryos and newborns, and on mood-related behaviors and gut microbiota in adult offspring. Prenatal stress leads to reduced numbers in neural progenitors and newborn neurons, and altered gene expression profiles in the mouse embryonic cerebral cortex. Adult mouse offspring exposed to prenatal stress displays altered gene expression in the cortex and elevated responses in anxiety- and depression-like behaviors. Interestingly, prenatal stress has an enduring effect on gut microbiota, as specific microbial community structure is altered in adult F1 offspring treated with prenatal stress, compared to that of the control. Our results highlight the essential impact of prenatal stress on cortical neurogenesis, gene expression patterns, mood-related behaviors, and even gut microbiota in the next generation.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""handled for 5 min per day""]}",10.1016/j.ynstr.2021.100333,character(0),,
rayyan-386283805,Prenatal stress: Effects on somatic and behavioral ontogeny in the rat     SO  - Dissertation Abstracts International,1976,,,,,36,,,"",https://search.library.ualberta.ca/openurl/01UOA_INST/01UOA_INST:UOA?sid=OVID:psycdb&id=pmid:&id=doi:&issn=0419-4217&isbn=&volume=36&issue=12-B%2C+Pt+1&spage=6423&pages=6423&date=1976&title=Dissertation+Abstracts+International&atitle=Prenatal+stress%3A+Effects+on+somatic+and+behavioral+ontogeny+in+the+rat.&aulast=Sobrian&pid=%3Cauthor%3ESobrian%2C+Sonya+K%3C%2Fauthor%3E%3CAN%3E1978-00390-001%3C%2FAN%3E%3CDT%3EDissertation%3C%2FDT%3E,,,,,"RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""thesis was to determine whether physical stress applied to the pregnant female rat would alter behavioral ""]}",,*Animal Open Field Behavior;*Biochemistry;*Pregnancy;*Prenatal Development;*Stress;Animal Develop...,,
rayyan-386283838,"Interplay of serotonin and kappa opioid systems in stress, anxiety, and depressive disorders     SO  - Dissertation Abstracts International: Section B: The Sciences and Engineering",2023,,,,,84,,,"",https://search.library.ualberta.ca/openurl/01UOA_INST/01UOA_INST:UOA?sid=OVID:psycdb&id=pmid:&id=doi:&issn=0419-4217&isbn=979-8352940761&volume=84&issue=5-B&spage=No&pages=No+Pagination+Specified&date=2023&title=Dissertation+Abstracts+International%3A+Section+B%3A+The+Sciences+and+Engineering&atitle=Interplay+of+serotonin+and+kappa+opioid+systems+in+stress%2C+anxiety%2C+and+depressive+disorders.&aulast=Christiansen&pid=%3Cauthor%3EChristiansen%2C+Sara+Erwin%3C%2Fauthor%3E%3CAN%3E2023-33086-011%3C%2FAN%3E%3CDT%3EDissertation%3C%2FDT%3E,,,,"The serotonin system, among other neurotransmitter systems, plays an important role in mood and anxiety disorders. The etiology of mood and anxiety disorders is still largely unknown. The biggest risk factor for the development of mood and anxiety disorders is stress, which has been found to affect neurotransmitter function and behaviors. My dissertation work set out to investigate (1) the effects of in utero stress exposure on neurochemistry and behavior during adulthood and whether concomitant maternal citalopram treatment rescued adverse stress effects, (2) the modulation of serotonin and dopamine by kappa opioid receptors in dysphoria, and (3) the selectivity of optogenetically stimulating dopamine neurons and the interplay between monoamine systems.The project of my graduate work focused on effects of in utero stress exposure and whether treatment with the SSRI, citalopram, could mitigate the adverse effects of prenatal stress. To model anxiety and depressive disorders during pregnancy, I used a mouse model in which pregnant dams underwent a chronic stress paradigm during their pregnancy. A group of dams received concomitant treatment with citalopram, an SSRI. I then examined developmental neurochemistry, and adult neurochemistry and behaviors. Pups from the stressed group had elevated neurochemical and amino acid tissue levels. Moreover, I found that pups born to stressed dams had increases in anxiety- and depressive- like behavior. The stress induced behavioral effects were rescued in pups that received concomitant in utero citalopram exposure. Serotonin concentrations were increased in stress pups after SERT blockade in the vHPC and after a systemic injection of a kappa opioid receptor agonist. My findings suggest beneficial outcomes for treating stress during pregnancy on overall offspring health.The secondary project my graduate work focused on investigating the interplay of serotonin and kappa opioid receptor systems in aversion. Human and animal studies have shown that kappa opioid receptor agonists produce dysphoric mood states. Research has also shown that while KOR agonists have anxiogenic effects, antagonists are anxiolytic. Nonetheless, the mechanisms by which KOR antagonists reduce anxiety-related or dysphoric behavior remain unclear. Using In situ hybridization, I found Oprk1, Sert, vGlut3 and vGat mRNA are co-expressed in the dorsal raphe nucleus, indicating a possible direct or indirect mechanism for KOR-modulation of serotonin transmission. Additionally, I showed local KOR activation with an agonist increases extracellular serotonin levels in both the ventral striatum and ventral hippocampus. This pilot work sets the stage for future studies to concurrently examine neurotransmitter levels during behavioral tests such as conditioned place aversion to better understand the interplay of the serotonin, dopamine, and kappa opioid receptor systems in dysphoria. (PsycInfo Database Record (c) 2023 APA, all rights reserved)","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""chronic\t unpredictable\tstress""]}",,*Citalopram;*Major Depression;*Opiates;*Serotonin;*Stress;Anxiety;Emotional States;Neurochemistry,,
rayyan-386283891,Probiotic supplementation improves the cognitive function and the anxiety-like behaviors in the stressed rats     SO  - IRANIAN JOURNAL OF BASIC MEDICAL SCIENCES,2019,,,,,22,,,"",,,,,Objective(s): Prenatal stresses increase incidence of neurodevelopmental disorders and influence cognitive abilities. Glucocorticoids are released in stress condition as endpoint activation of hypothalamus-pituitary-adrenal (HPA) axis. Evidence indicates a cross-talk between gut microbiota and brain function. This study assesses the effect of probiotic supplementation on behavioral function and HPA axis action in stressed rats. Materials and Methods: The young rats born from dams exposed to noise stress (ST) during third trimester of pregnancy were used. Two groups of stressed animals were received a two-week probiotic supplementation before (pre-ST) and after (post-ST) birth. The time and distance to find hidden platform in Morris water maze were evaluated as spatial memory. Also entry to open arms in elevated plus-maze was considered as anxiety-like behaviors. The serum level of corticosterone was measured as the HPA axis function. Results: While the stressed rats decreased entries to open arms to one third compared to the controls (CON) the probiotic treatment increased the entries by two times. The ST rats required more time and distance to find the platform than did the CON animals. The pre- and post-ST rats significantly restored the impaired behavior almost near the CON ones. While the serum corticosterone concentration increased by 50\% in the ST rats it was reduced to almost normal level in the pre- and post-ST rats. Conclusion: Our findings confirmed a link between the gut microbiome and probiotics with the behavioral functions and HPA axis. The probiotic treatment favorably affected the stress-dependent behavioral disorders and the interaction between HPA and gut-brain-microbiota axes.,"RAYYAN-INCLUSION: {""Anna""=>""Included""}",10.22038/ijbms.2019.33956.8078,character(0),,
rayyan-386283897,Genotype and prenatal and premating stress interact to affect adult behavior in rats     SO  - Science,1965,,,,,150,,,"",https://search.library.ualberta.ca/openurl/01UOA_INST/01UOA_INST:UOA?sid=OVID:psycdb&id=pmid:&id=doi:10.1126%2Fscience.150.3705.1844&issn=0036-8075&isbn=&volume=150&issue=3705&spage=1844&pages=1844-1845&date=1965&title=Science&atitle=Genotype+and+prenatal+and+premating+stress+interact+to+affect+adult+behavior+in+rats.&aulast=Joffe&pid=%3Cauthor%3EJoffe%2C+J.+M%3C%2Fauthor%3E%3CAN%3E1966-02592-001%3C%2FAN%3E%3CDT%3EJournal+Article%3C%2FDT%3E,,,,"Open-field ambulation scores of rats were affected by stress received by their mothers prior to mating, whereas avoidance-conditioning scores were affected only by gestational stress. The direction of effects on ambulation depended upon offspring genotype, while those depending on conditioning were unidirectional. Both effects were mediated prenatally by the mother. (PsycInfo Database Record (c) 2021 APA, all rights reserved)","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure",https://dx.doi.org/10.1126/science.150.3705.1844,*Animal Ethology;*Animal Mating Behavior;*Genotypes;*Rats;*Stress,,
rayyan-386283912,"Involvement of NR1, NR2A different expression in brain regions in anxiety-like behavior of prenatally stressed offspring     SO  - BEHAVIOURAL BRAIN RESEARCH",2013,,,,,257,,,"",,,,,"Prenatal stress (PS) has been shown to be associated with anxiety. However, the underlying neurological mechanisms are not well understood. To determine the effects of PS on anxiety-like behavior in the adult offspring, we evaluated anxiety-like behavior using open field test (OFT) and elevated plus maze (EPM) in the 3-month offspring. Both male and female offspring showed a significant reduction of crossing counts in the center, total crossing counts, rearing counts and time spent in the center in the OFT, and only male offspring showed a decreased percentage of open-arm entries and open-arm time in open arms in the EPM. Additionally, expression of NR1 and NR2A subunit of N-methyl-D-aspartate receptor (NMDAR) in the hippocampus (HIP), prefrontal cortex (PFC) and striatum (STR) was studied. Our results showed that PS reduced NR1 and NR2A expression in the HIP, NR2A expression in the PFC and STR in the offspring. The altered NR1 and NR2A could have potential impact on anxiety-like behavior in the adult offspring exposed to PS. (C) 2013 Elsevier B.V. All rights reserved.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""restraint stress model ""]}",10.1016/j.bbr.2013.08.044,character(0),,
rayyan-386283927,"Motor lateralization, behavioral despair and dopaminergic brain asymmetry after prenatal stress     SO  - PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR",1997,,,,,58,,,"",,,,,"This paper presents data suggesting a relationship between rat behavioral despair in the Porsolt test and motor lateralization in the T-maze test. In addition, experimental evidence suggests a functional coupling among dopaminergic systems, behavioral despair and motor lateralization. In the first experiment, female, not male. rats with a high level of behavioral despair showed a low level of behavioral lateralization. The inverse relationship was found in female offspring of mothers stressed during gestation. In comparison with unstressed-mother rats, the female offspring of stressed mothers showed an increase of dopamine (DA) and a decrease of dihydroxyphenylacetic acid (DOPAC) and Homovanillic (HVA) levels and of DOPAC:DA and HVA:DA indexes in the n. accumbens of the right side of the brain. No significant differences were found in the n. accumbens of the left brain. Taken together, the present data provide evidence of a relation between behavioral despair and motor lateralization, suggesting that the biological dopaminergic inervation of n. accumbens could be the basis for this functional coupling. Because the stress of gestant mothers modified these biochemical and behavioral variables, the present study also suggests that lateralization of behavior and emotion during adulthood can be modified by prenatal variables. (C) 1997 Elsevier Science Inc.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure",10.1016/S0091-3057(97)00009-9,character(0),,
rayyan-386283942,Prenatal stress alters the negative correlation between neuronal activation in limbic regions and behavioral responses in rats exposed to high and low anxiogenic environments     SO  - PSYCHONEUROENDOCRINOLOGY,2007,,,,,32,,,"",,,,,"Behavioral adaptation to an anxiogenic environment involves the activity of various interconnected limbic regions, such as the amygdala, hippocampus and prefrontal cortex. Prenatal stress (PS) in rats affects the ability to cope with environmental challenges and alters brain plasticity, leading to tong-lasting behavioral and neurobiological alterations. We examined in PS and control animals whether behavioral reactivity was correlated to neuronal activation by assessing Fos protein expression in limbic regions of rats exposed to a tow or high anxiogenic environment (the closed and open arms of an elevated plus maze, respectively). A negative correlation was found between behavioral and neuronal activation, with a tower behavioral reactivity and a higher neuronal response observed in rats exposed to the more anxiogenic environment (the open arm) with respect to the Less anxiogenic environment (the closed arm). Interestingly, the variation in the neurobehavioral response between the two arms of the maze was less pronounced in rats that had been subjected to PS. This study provides a remarkable example of how long-lasting changes in brain plasticity induced by PS affect the ability of limbic neurons to cope with anxiogenic stimuli of different strength. (C) 2007 Elsevier Ltd. All rights reserved.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""restraint stress""]}",10.1016/j.psyneuen.2007.03.013,character(0),,
rayyan-386283946,The impact of prenatal stress on insulin-like growth factor-1 and pro-inflammatory cytokine expression in the brains of adult male rats: The possible role of suppressors of cytokine signaling proteins     SO  - JOURNAL OF NEUROIMMUNOLOGY,2014,,,,,276,,,"",,,,,"Stress, inflammation and the reduced expression of neurotrophic factors are risk factors for depression. The objective of this study was to determine if prenatal stress affects IGF-1 - cytokine interactions by influencing suppressors of cytokine signaling (SOCS) in the brains of adult rats, in basal conditions and after acute lipopolysaccharide (LPS) treatment. We demonstrated that prenatal stress leads to depression-like behavior, decreased IGF-1, increased IL-1 beta, TNF-alpha and IFN-gamma release and disturbed SOCS-1, SOCS-2 and SOCS-3 expression in the hippocampus and frontal cortex of adult offspring. Furthermore, prenatal stress enhances the brain response to LPS-evoked inflammatory challenges. (C) 2014 Elsevier B.V. All rights reserved.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""plastic cylinders (7 × 12 cm) and exposed to a bright light (150 W) for 45 min""]}",10.1016/j.jneuroim.2014.08.001,character(0),,
rayyan-386283981,The effect of prenatal stress on rat offspring anxiety     SO  - ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,1996,,,,,46,,,"",,,,,The anxiety level was studied in offsprings of dams stressed during pregnancy. Increased number of resorptions and stillbirths was mentioned. The experimental pups (1 months old) had lower locomotion and higher anxiety levels as compared to the control animals. There were no differences in anxiety and locomotion levels in males (4 months old) between the experimental and control groups. In experimental females of this age anxiety was decreased and locomotion increased. Aggressive behavior was more expressed in the experimental animals of both sexes.,"RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""I requested full-text to library""]}",,character(0),,
rayyan-386283985,Chronic traffic noise stress accelerates brain impairment and cognitive decline in mice     SO  - EXPERIMENTAL NEUROLOGY,2018,,,,,308,,,"",,,,,"Although traffic noise exposure is a well-known environmental pollutant whose negative health effect has been discussed in different aspects of the human life, only a few animal studies have tackled this issue as a cohort study, which is not feasible to be addressed in human studies. In addition to the deleterious impact of the daytime noise on well-being, chronic nocturnal noise can also disturb sleep and affects physical and mental health, but to date, little research has examined the neurobiological effects of light/dark cycles of traffic noise exposure. We investigated the effects of light/dark cycles and sex on the impact of chronic traffic noise exposure on mouse brain structure-function. The mice were randomly assigned to either one of two stress conditions or a control condition. Animals were exposed to traffic noise on either the light-cycle (LC) or dark-cycle (DC) for 30 days. Traffic noise exposure caused the hypothalamic pituitary adrenal (HPA) axis hyperactivity, anxiety like behavior, impairments in learning and memory, dysfunction in balance and motor coordination, and a reduction in variety of brain measures including a brain volume, medial prefrontal cortex (mPFC) area, cortical thickness, hippocampal volume, amygdala area, and the neural density in mPFC and dentate gyrus. All behavioral and brain measures revealed adverse effects of the chronic noise stress irrespective of the LC/DC exposure or sex. Our findings were a re-emphasis on the significance of noise prevention and mitigation strategies for public health.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1016/j.expneurol.2018.06.011,character(0),,
rayyan-386284007,Female Early Adult Depression Results in Detrimental Impacts on the Behavioral Performance and Brain Development in Offspring     SO  - CNS NEUROSCIENCE \& THERAPEUTICS,2012,,,,,18,,,"",,,,,"Aims: The present study was to understand whether early adult depressive females implicated their offspring. Methods: Seven-week-old female mice were subject to chronic mild stress (CMS) to establish the animal model of depression. The behavioral performance of their offspring were tested via neonatal reflexes tests, hole-board test, and morris water maze test in different ages. Astrocyte number, hippocampal volume, and neurogenesis were analyzed via immunohistochemical blotting. Glucocorticoid receptor (GR) expression and serum cortisol levels were measured by western blotting and ELISA. Results: Female depressive mice had normal fertility, but their offspring had lowered neonatal survival rate and body weight from neonatal period to early adulthood. The offspring of female depressive mice exhibited the impairments of neonatal reflex attainment and memory, but had higher emotionality as adults. Furthermore, the astrocyte number, hippocampal volume, and neurogenesis were reduced in the offspring. However, the expressions of GR were increased in the hippocampus of offspring. Conclusion: This study reveals that female early adult depressive mice have normal reproductive ability, but make long-term detrimental impacts on the behavioral performance and brain development of their offspring.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""variable stress""]}",10.1111/j.1755-5949.2012.00324.x,character(0),,
rayyan-386284014,Gestational stress: Effects on open-field behaviour and heart rate reactivity in rat offspring     SO  - BIOLOGICAL PSYCHOLOGY,1975,,,,,3,,,"",https://search.library.ualberta.ca/openurl/01UOA_INST/01UOA_INST:UOA?sid=OVID:psycdb&id=pmid:&id=doi:10.1016%2F0301-0511%252875%252990037-X&issn=0301-0511&isbn=&volume=3&issue=3&spage=231&pages=231-236&date=1975&title=Biological+Psychology&atitle=Gestational+stress%3A+Effects+on+open-field+behaviour+and+heart+rate+reactivity+in+rat+offspring.&aulast=Jolley&pid=%3Cauthor%3EJolley%2C+Alan%2CAdam%2C+Jan+H%3C%2Fauthor%3E%3CAN%3E1976-03983-001%3C%2FAN%3E%3CDT%3EJournal+Article%3C%2FDT%3E,,,,"Home-cage heart rate (HR) and open-field defecation, ambulation, rearing and HR, were recorded in the offspring of mothers who had been exposed to stress during gestation. Compared with controls, experimental animals showed no significant differences in ambulation and rearing, while defecation was significantly lower. The only significant finding on HR was an increase from home-cage level to open-field level in the experimental group. The results confirmed previous findings that illumination level is a useful independent variable in gestational stress studies, and suggested that different types of HR measure yield a similar picture of the HR/defecation relationship, which appears to be a negative function. These conclusions were discussed in the light of other findings in this area and traditional assumptions about the emotionality construct were questioned.","RAYYAN-INCLUSION: {""Anna""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong exposure | USER-NOTES: {""Anna""=>[""light and noise""]}",https://dx.doi.org/10.1016/0301-0511%2875%2990037-X,*Animal Open Field Behavior;*Early Experience;*Heart Rate;*Physiological Stress;*Prenatal Develop...,,
